gebouw_id,Huisnummer,HuisnummerExtra,POSTCODE,Object,Oppervlakte,gebruiksdoel1,gebruiksdoel2,gebruiksdoel3
3534,16,A,4762BK,,,,,
3428,12,,3768CC,,,,,
3190,9,,5111CN,,,,,
3510,12,,3451PA,,,,,
3246,2,,3314NN,,,,,
3404,101,,6176BE,,,,,
3146,2,,2405HK,,,,,
3278,23,,4194SL,,,,,
3332,103,,2221LG,,,,,
3518,4,,3931NJ,,,,,
3254,7,,3311LT,,,,,
3412,24,,5975TP,,,,,
3308,14,,3344HG,,,,,
3230,60,,5266AG,,,,,
3388,44,,3984NZ,,,,,
3364,54,,5271CJ,,,,,
3311,13,,6081AP,,,,,
3497,19,,3907LA,,,,,
3133,2,,2406TX,,,,,
3343,2,,3831PK,,,,,
3529,47,,2721BX,,,,,
3185,15,,5721NC,,,,,
3319,1,,5961LM,,,,,
3505,3,,5262HC,,,,,
3241,2,,3341EJ,,,,,
3399,8,,4645CE,,,,,
3141,4,,2405CV,,,,,
3375,43,,6031VJ,,,,,
3295,47,i,2964BN,,,,,
3217,92,,3772PE,,,,,
3351,12,,5973PK,,,,,
3273,1,,6562DA,,,,,
3431,91,,3762CC,,,,,
3193,61,,2411ZT,,,,,
3513,11,b,5581VW,,,,,
3383,7,,2957AR,,,,,
3303,2,,3371PH,,,,,
3439,10,,3769DG,,,,,
3201,7,,5571KB,,,,,
3692,4,,6005JZ,,,,,
3521,21,,6659CA,,,,,
3257,107,,2614SH,,,,,
3415,47,,3752SJ,,,,,
3204,2,,2661BC,,,,,
3524,27,,6003ME,,,,,
3418,22,Z,5711XT,,,,,
3500,14,,3902HM,,,,,
3136,82,,2403CN,,,,,
3370,10,,3144CX,,,,,
3290,1,,5421RV,,,,,
3212,94,,3621PD,,,,,
3346,2,,3831VN,,,,,
3532,78,,2721EP,,,,,
3426,120,,3765EG,,,,,
3168,151,,3812GT,,,,,
3188,13,,5761CG,,,,,
3508,49,,5262TE,,,,,
3244,155,,3312CN,,,,,
3402,23,,3045BG,,,,,
3144,67,,2405BB,,,,,
3220,11,,3751GD,,,,,
3354,34,,3604DK,,,,,
3276,55,,5971BC,,,,,
3516,16,,3961LG,,,,,
3386,47,,6191GR,,,,,
3306,1,a,4171CK,,,,,
3228,33,,3945BX,,,,,
3362,2,,6231LK,,,,,
3442,38,,5056EJ,,,,,
3231,25,a,5275BJ,,,,,
3389,82,,3984JC,,,,,
3131,3,,2401HA,,,,,
3365,22,a,5271GL,,,,,
3445,10,a,5865BJ,,,,,
3207,2,,5258BK,,,,,
3527,86,,5161TB,,,,,
3421,1,,6333BD,,,,,
3183,2,,5721BC,,,,,
3317,2,,4631ML,,,,,
3503,5,,3781EE,,,,,
3397,112,,4902WH,,,,,
3139,1,,2403PK,,,,,
3373,14,,2631CL,,,,,
3453,10,,3541BD,,,,,
3293,21,,5421EN,,,,,
3215,12,,2665BT,,,,,
3429,30,,3764WN,,,,,
3191,1,,4813XJ,,,,,
3301,60,,2635ME,,,,,
3279,13,A,4191NR,,,,,
3437,4,,3201LV,,,,,
3519,6,,3985SE,,,,,
3255,86,,3311TX,,,,,
3413,33,,5976NW,,,,,
3309,32,,3341BT,,,,,
3416,10,,3752AN,,,,,
3234,7,,3311ZA,,,,,
3134,35,,2403BN,,,,,
3288,1,,5051BA,,,,,
3344,52,,3831JH,,,,,
3530,50,,2729KD,,,,,
3186,20,,3791AC,,,,,
3506,80,,5263BR,,,,,
3400,14,,6231BM,,,,,
3142,32,,2408DC,,,,,
3218,9,,4616AA,,,,,
3352,3,,6658DW,,,,,
3274,113,,6562XM,,,,,
3432,3,,3761EJ,,,,,
3194,1,,6571CD,,,,,
3514,29,,4181CJ,,,,,
3304,2,,3371JN,,,,,
3226,46,,6657BD,,,,,
3440,40,,6039BL,,,,,
3280,78,,6243AJ,,,,,
3202,6,,5571SL,,,,,
3336,2,,2316JW,,,,,
3522,337,,6006JK,,,,,
3258,1,,6718MK,,,,,
3443,10,,5017AM,,,,,
3205,1,,2662BN,,,,,
3525,8,,6002BT,,,,,
3419,2,,5712EH,,,,,
3181,2,,4147ED,,,,,
3672,22,,5102GB,,,,,
3315,32,a,6085CG,,,,,
3237,31,,3312JB,,,,,
3395,2,,4043NZ,,,,,
3137,66,,2403VS,,,,,
3371,43,,2671MP,,,,,
3291,10,,5422VV,,,,,
3213,23,,5872AA,,,,,
3347,2,,3833ZG,,,,,
3533,24,A,6671BB,,,,,
3427,351,,3766GR,,,,,
3189,27,,5761HH,,,,,
3145,2,,2404BX,,,,,
3299,46,,2544NV,,,,,
3277,25,,5971CN,,,,,
3688,1,,2235SM,,,,,
3517,2,,3931XK,,,,,
3253,6,,3328LB,,,,,
3411,4,,5975CJ,,,,,
3153,156,,3826GK,,,,,
3387,1,,4051GN,,,,,
3307,19,,3344EC,,,,,
3229,2,a,5432KB,,,,,
3822,83,,8081JN,,,,,
3666,199,,1031KG,,,,,
3747,47,,,,,,,
3554,107,,1082MT,,,,,
3667,40,H,1061HZ,,,,,
3668,63,,1055JS,,,,,
2791,89,T,1715HC,,,,,
3051,9,,9321BL,,,,,
2847,76,,4706GB,,,,,
3027,1,,8084AP,,,,,
2799,24,,2035RC,,,,,
2979,2,,6678BZ,,,,,
2911,1,,6031AW,,,,,
2943,16,,6336VT,,,,,
3065,9,,9431HA,,,,,
2987,1,,6826VB,,,,,
2863,5,,5324ED,,,,,
2839,56,,4153BD,,,,,
2919,5,,6093EH,,,,,
2815,47,,3261GA,,,,,
3022,2,a,7948DA,,,,,
2898,4,,5995DA,,,,,
2998,3,T,7152GA,,,,,
2974,33,,6666BZ,,,,,
2850,15,A,4906LJ,,,,,
2906,5,a,6019CZ,,,,,
2802,1,,2231ZL,,,,,
2858,29,,5121WB,,,,,
2914,4,,6049AK,,,,,
2810,2,,2662EC,,,,,
2821,4,a,3743DN,,,,,
2909,17,,6026BE,,,,,
2805,28,,2515AZ,,,,,
2917,3,,6088EK,,,,,
2813,2,,2967XD,,,,,
2896,2,,5993GA,,,,,
3074,2,,9801VG,,,,,
2792,1,,1722KM,,,,,
2928,2,A,6114XN,,,,,
2848,31,,4715EB,,,,,
2904,1,,6014BL,,,,,
3004,21,,7582CX,,,,,
2800,5,,2141VA,,,,,
3060,40,,9411NC,,,,,
2944,96,,6361BD,,,,,
3066,78,,9471EC,,,,,
2988,32,,6852AD,,,,,
2864,13,a,5328CN,,,,,
2920,17,b,6097BG,,,,,
2819,1,,3723CH,,,,,
2999,1,T,7156MH,,,,,
2931,31,,6129HP,,,,,
2803,1005,,2286AD,,,,,
2939,4,,6301DG,,,,,
3061,2,,9421RK,,,,,
2859,4,A,5126WK,,,,,
2835,6,,4041XW,,,,,
2915,9,b,6067CK,,,,,
2959,1,,6566CX,,,,,
3015,2,,7721XE,,,,,
2811,20,,2722RL,,,,,
2947,10,,6441EZ,,,,,
2991,10,,6987EK,,,,,
2867,11,,5575AV,,,,,
2843,1,,4194TN,,,,,
2846,67,,4231BR,,,,,
3026,397,,8077RG,,,,,
2822,22,,3771HE,,,,,
3002,2,,7491CD,,,,,
2830,15,,3927AE,,,,,
3010,42,a,7642GP,,,,,
2886,2,A,5768RS,,,,,
2942,101,,6325BM,,,,,
2862,3,,5321JH,,,,,
2814,12,,3135ES,,,,,
2894,15,A,5991AN,,,,,
3021,22,a,7887BP,,,,,
2793,52,,1821AP,,,,,
3053,1,,9331AA,,,,,
2929,20,A,6118BN,,,,,
2973,67,,6665GW,,,,,
2849,10,A,4815HB,,,,,
3029,264,,8091XZ,,,,,
2905,3,a,6017BM,,,,,
3005,1,,7631AM,,,,,
2981,3,,6681VV,,,,,
2777,1097,,1095KG,,,,,
2833,19,,3981CK,,,,,
2913,51,A,6035AZ,,,,,
3013,1,,7701XZ,,,,,
2865,41,,5331CB,,,,,
3048,26,,9301HB,,,,,
2924,28,B,6102AB,,,,,
2968,11,,6644BM,,,,,
3024,35,,8075BZ,,,,,
3000,12,,7221EB,,,,,
2796,31,,1851NW,,,,,
3056,79,,9351TP,,,,,
2976,15,,6669BR,,,,,
2852,32,,5037MH,,,,,
3032,68,,8151AC,,,,,
2908,35,,6021ZC,,,,,
2804,33,A,2342BA,,,,,
3062,1,A,9422EZ,,,,,
2984,17,e,6687BM,,,,,
2860,11,,5232JL,,,,,
3040,2,,8181BN,,,,,
2916,38,,6081BP,,,,,
2992,5,,6991ZP,,,,,
2951,54,,6533CJ,,,,,
3073,34,,9765HB,,,,,
2871,1,a,5624JL,,,,,
2927,13,B,6114EA,,,,,
2971,3,,6662DV,,,,,
2823,59,,3771HT,,,,,
3003,25,,7491EA,,,,,
2879,1,a,5629BB,,,,,
3059,4,,9411KV,,,,,
2831,40,,3961CL,,,,,
2955,22,,6551AZ,,,,,
3011,6,,7701ES,,,,,
2807,12,,2631GB,,,,,
2887,75,,5961XW,,,,,
2783,226,,1363CJ,,,,,
3043,19,,8243BW,,,,,
3019,48,,7772GN,,,,,
2794,32,,1851KH,,,,,
2874,6,a,5626CC,,,,,
3054,3,,9351BN,,,,,
2930,62,,6129CE,,,,,
2826,1,,3773CB,,,,,
3006,4,,7631GX,,,,,
2938,20,,6241BJ,,,,,
2982,23,,6681ZA,,,,,
2834,2,,3981GH,,,,,
2958,24,,6566AP,,,,,
3014,2,B,7721WP,,,,,
2890,46,,5981XC,,,,,
3068,32,,9472RN,,,,,
2786,49,C,1401GH,,,,,
2866,2,,5331RS,,,,,
2842,34,,4191ZC,,,,,
2922,15,A,6101JD,,,,,
2993,44,,7004AB,,,,,
2789,34,,1404HS,,,,,
2869,34,,5614GP,,,,,
3049,62,,9302BC,,,,,
2901,28,,6004TX,,,,,
2797,44,,1852JC,,,,,
2877,50,,5628KD,,,,,
3057,28,,9363BJ,,,,,
2933,15,,6171PA,,,,,
2853,58,,5043XZ,,,,,
3033,73,T,8162WE,,,,,
2829,70,,3853AP,,,,,
2953,1105,,6546HB,,,,,
3009,5,,7642GA,,,,,
2985,7,,6721CK,,,,,
2781,3,,1273JK,,,,,
2861,1,,5271XR,,,,,
3041,6,,8231AH,,,,,
2837,17,,4102KV,,,,,
3017,109,,7731EG,,,,,
2949,53,,6521KA,,,,,
3071,2,,9713BT,,,,,
2952,70,,6545AZ,,,,,
2996,43,a,7081DH,,,,,
2872,24,,5625CS,,,,,
2972,1,,6662KL,,,,,
3028,42,,8084EL,,,,,
2824,89,,3772EE,,,,,
2936,2,,6191LC,,,,,
2980,8,,6681DJ,,,,,
2776,136,,1069ML,,,,,
2856,29,,5121NB,,,,,
2832,123,,3962BP,,,,,
2956,1,,6561ZV,,,,,
3012,15,,7701KS,,,,,
2808,71,,2631ML,,,,,
2784,21,,1363LB,,,,,
3044,79,,8244AB,,,,,
2964,87,,6641AC,,,,,
3020,1,,7772ZD,,,,,
2816,42,,3371JA,,,,,
2967,24,,6641WB,,,,,
3023,23,,8051AB,,,,,
2899,120,,6001VX,,,,,
2795,16,,1851NP,,,,,
2875,15,a,5627GJ,,,,,
3055,7,,9351PV,,,,,
2851,2,a,5037HL,,,,,
2827,26,,3851NM,,,,,
2907,3,t,6021CG,,,,,
3007,12,,7641AC,,,,,
3039,42,,8172VW,,,,,
2891,38,,5981XL,,,,,
2787,4,,1402BT,,,,,
3047,93,,9301CR,,,,,
2923,19,A,6101LH,,,,,
2994,23,,7006SM,,,,,
2790,22,,1406SE,,,,,
2870,1,,5623BZ,,,,,
3050,19,,9302EA,,,,,
2970,5,,6661XA,,,,,
2902,15,V,6006LX,,,,,
2798,43,,1852RC,,,,,
2878,1,,5628PE,,,,,
3058,1,,9411BA,,,,,
2854,30,A,5045GH,,,,,
3034,43,,8162ZX,,,,,
2954,3001,,6546TD,,,,,
2806,36,,2596AV,,,,,
3064,4,,9431AZ,,,,,
2782,2,,1274KZ,,,,,
2838,1,,4105VL,,,,,
2918,5,,6093BS,,,,,
3018,1,,7731VT,,,,,
2950,35,,6523HR,,,,,
2997,25,,7126CT,,,,,
2873,89,,5625WV,,,,,
2825,18,,3772GM,,,,,
2881,30,,5651BP,,,,,
2857,23,,5121TR,,,,,
3037,33,,8171BA,,,,,
2957,17,,6564BC,,,,,
2809,8,,2631PT,,,,,
2945,1,,6361VM,,,,,
3067,2,,9471RM,,,,,
2989,10,,6852EJ,,,,,
2785,30,,1401AR,,,,,
2841,24,,4191TR,,,,,
2965,43,,6641GA,,,,,
2820,2,,3723VH,,,,,
2876,19,a,5627NG,,,,,
2932,12,,6171KX,,,,,
2828,8,,3851RC,,,,,
3008,8,a,7642BS,,,,,
2940,29,,6301LV,,,,,
2780,171,,1223LE,,,,,
2836,28,,4102BH,,,,,
2948,285,,6441VJ,,,,,
2788,73,,1403HC,,,,,
2963,8,,6629AX,,,,,
2895,1,A,5991PX,,,,,
2966,11,,6641MP,,,,,
2882,2,A,5715BG,,,,,
3038,16,,8171CA,,,,,
2946,11,,6363BB,,,,,
2969,42,,6645BP,,,,,
2845,32,,4214DD,,,,,
3001,3,t,7244BC,,,,,
2885,4,A,5768BE,,,,,
2961,36,,6627AM,,,,,
2893,14,,5988CK,,,,,
2880,16,,5629GD,,,,,
2888,6,,5962AN,,,,,
2840,19,,4158CR,,,,,
2983,37,,6685AK,,,,,
2934,1,,6171TJ,,,,,
2978,42,a,6675BG,,,,,
2986,176,,6822NL,,,,,
2962,8,,6628AJ,,,,,
2801,23,,2203NA,,,,,
2937,9,,6231HE,,,,,
2889,35,,5966NW,,,,,
2921,6,A,6099AR,,,,,
2844,1,a,4196AC,,,,,
2884,5,,5766PB,,,,,
2960,20,,6626BX,,,,,
3016,16,,7731BM,,,,,
2812,4,,2959CG,,,,,
2892,19,B,5986BD,,,,,
2868,15,,5611NT,,,,,
3584,2,,7511JN,,,,,
3817,1,,9404LN,,,,,
3699,13,,2315EH,,,,,
3264,24,,5621AA,,,,,
3454,432,,3551CZ,,,,,
3707,50,,,,,,,
3358,1,,3601GX,,,,,
3334,39,,2321BC,,,,,
3179,22,,3811WT,,,,,
3267,55,,5617BM,,,,,
3321,116,,5223MB,,,,,
3732,73,,,,,,,
3457,360,,3526WB,,,,,
3710,99,,,,,,,
3465,53,,3515BC,,,,,
3694,16,,2317AZ,,,,,
3697,76,,2312NH,,,,,
3262,29,,5617AA,,,,,
3460,88,,3562AH,,,,,
3468,51,,3527EB,,,,,
3177,19-9,,3814AA,,,,,
3471,347,,3526TJ,,,,,
3963,17,,3765 XA,,,,,
3700,90,,2321CK,,,,,
3708,20,,,,,,,
3335,27,,2321BC,,,,,
3695,40,,2232EA,,,,,
3338,102,,2321CK,,,,,
3260,55,,5616NC,,,,,
3725,81,,,,,,,
3268,41,,5642ND,,,,,
3733,70,,,,,,,
3458,67,,3563XN,,,,,
3698,30,,2314TH,,,,,
3341,178,,2324XK,,,,,
3674,24,,5621AA,,,,,
3333,138,,2312AB,,,,,
3469,234,,3562AH,,,,,
3472,190,,3562EK,,,,,
3701,34,,2332RW,,,,,
3709,39,,,,,,,
3384,26,a,5671GM,,,,,
3464,1,,3582CA,,,,,
3696,1,,2331ST,,,,,
3169,43,,3824PK,,,,,
3403,19,,3042EA,,,,,
3459,77,D,3555TK,,,,,
3435,221,,3765XB,,,,,
3843,5,,6823 BE,,,,,
3820,1,,,,,,,
3837,2,,6836 CB,,,,,
3816,45,,1073sw,,,,,
3836,25,,6834 GA,,,,,
3433,26,,3766EC,,,,,
3434,23,,3762TS,,,,,
696,105,,1243JK,,,,,
695,105,,1243JK,,,,,
694,105,,1243JK,,,,,
693,105,,1243JK,,,,,
3122,101,,3584BB,,,,,
3121,101,,3584BB,,,,,
605,43,v8,1101BH,,,,,
604,43,v8,1101BH,,,,,
603,43,v8,1101BH,,,,,
602,43,v8,1101BH,,,,,
2082,58-120,,3894AZ,,,,,
3125,26,,6603JD,,,,,
4080,11,,1824HD,,,,,
3999,11,,1824HA,,,,,
4000,13,,1824HA,,,,,
4001,16,,1824HA,,,,,
4002,18,,1824HA,,,,,
4003,22,,1824HB,,,,,
4004,23,,1824HB,,,,,
4005,24,,1824HB,,,,,
4006,28,,1824HB,,,,,
4007,33,,1824HC,,,,,
4008,35,,1824HC,,,,,
4009,36,,1824HC,,,,,
4010,38,,1824HC,,,,,
4011,39,,1824HC,,,,,
4012,43,,1824HC,,,,,
4013,45,,1824HD,,,,,
4014,46,,1824HD,,,,,
4015,50,,1824HD,,,,,
4016,51,,1824HD,,,,,
4017,53,,1824HD,,,,,
4018,54,,1824HD,,,,,
4019,228,,1824HK,,,,,
4020,229,,1824HK,,,,,
4021,230,,1824HK,,,,,
4022,240,,1824HK,,,,,
4081,1,,1862HT,,,,,
4023,1,,1862HZ,,,,,
4024,3,,1862HZ,,,,,
4025,5,,1862HZ,,,,,
4026,7,,1862HZ,,,,,
4027,9,,1862HZ,,,,,
4028,11,,1862HZ,,,,,
4029,2,,1862JJ,,,,,
4030,4,,1862JJ,,,,,
4031,6,,1862JJ,,,,,
4032,8,,1862JJ,,,,,
4033,10,,1862JJ,,,,,
4034,12,,1862JJ,,,,,
4035,2,,1862JH,,,,,
4036,4,,1862JH,,,,,
4037,6,,1862JH,,,,,
4038,8,,1862JH,,,,,
4039,10,,1862JH,,,,,
4040,12,,1862JH,,,,,
4041,14,,1862JH,,,,,
4042,16,,1862JH,,,,,
4043,18,,1862JH,,,,,
4044,20,,1862JH,,,,,
4045,22,,1862JH,,,,,
4046,24,,1862JH,,,,,
4047,17,,1862JM,,,,,
4048,19,,1862JM,,,,,
4049,21,,1862JM,,,,,
4050,23,,1862JM,,,,,
4051,25,,1862JM,,,,,
4052,27,,1862JM,,,,,
4053,38,,1862HT,,,,,
4054,40,,1862HT,,,,,
4055,42,,1862HT,,,,,
4056,44,,1862HT,,,,,
4057,46,,1862HT,,,,,
4058,48,,1862HT,,,,,
4059,50,,1862HT,,,,,
4060,52,,1862HT,,,,,
4061,54,,1862HT,,,,,
4062,1,,1862JK,,,,,
4063,2,,1862JK,,,,,
4064,3,,1862JK,,,,,
4065,4,,1862JK,,,,,
4066,5,,1862JK,,,,,
4067,6,,1862JK,,,,,
4068,7,,1862JK,,,,,
4069,8,,1862JK,,,,,
4070,9,,1862JK,,,,,
4071,10,,1862JK,,,,,
4072,11,,1862JK,,,,,
4073,12,,1862JK,,,,,
4074,13,,1862JK,,,,,
4075,14,,1862JK,,,,,
4076,15,,1862JK,,,,,
4077,16,,1862JK,,,,,
4078,17,,1862JK,,,,,
4079,18,,1862JK,,,,,
3130,2-220,,1087HW,,,,,
2083,200-262,,3452RL,,,,,
2151,1184,,1019VK,,,,,
1466,8,,2922EC,,,,,
458,32-34,,3446ZB,,,,,
1470,1,,3461ED,,,,,
367,9,,7241CJ,,,,,
368,,,,,,,,
370,9,,7241CJ,,,,,
371,9,,7241CJ,,,,,
372,9,,7241CJ,,,,,
1494,15,,6120AA,,,,,
1214,26-28,,6045GM,,,,,
1449,31,,6041EM,,,,,
395,380,,1081JA,,,,,
396,380,,1081JA,,,,,
397,380,,1081JA,,,,,
398,380,,1081JA,,,,,
460,100,,3740AD,,,,,
461,100,,3740AD,,,,,
462,100,,3740AD,,,,,
463,100,,3740AD,,,,,
3120,31,,5612AH,,,,,
3112,2,,6534AM,,,,,
1148,4,,5057EA,,,,,
1183,6,,5038XZ,,,,,
1169,126,,5017GL,,,,,
1106,15,,5071CX,,,,,
1166,1,a,5056CR,,,,,
1180,2,,5022NH,,,,,
1064,21,,5056AE,,,,,
1078,34,,5038EN,,,,,
1079,1,,5047SL,,,,,
1066,25,,5071CT,,,,,
1049,1,a,5022DA,,,,,
1185,150,,5044HB,,,,,
1191,14,,5056PN,,,,,
1143,175,,5049BT,,,,,
1059,2,,5038VM,,,,,
1137,53,,5038CT,,,,,
1138,54,,5041ED,,,,,
1074,49,,5038BD,,,,,
1176,49,,5014AE,,,,,
1035,10,,5049EM,,,,,
1136,20,,5048CL,,,,,
1086,30,a,5042EH,,,,,
1048,4,,5046GN,,,,,
1546,275,,5114GE,,,,,
1089,11,a,4055WG,,,,,
1112,115,,5038TC,,,,,
1170,2,,5038VM,,,,,
1110,35,,5038CP,,,,,
1111,20,,5038BP,,,,,
1150,8,,5013BB,,,,,
1162,40,b,5026PC,,,,,
1097,227,,5037PC,,,,,
1161,10,,5045NC,,,,,
1132,1,a,5045JB,,,,,
1131,18,,5043BC,,,,,
1133,12,,5056PH,,,,,
1130,2,,5037JD,,,,,
1107,6,,5071ER,,,,,
1144,80,,5049KN,,,,,
1141,58,,5045EN,,,,,
1123,188,,5011JT,,,,,
1129,10,a,5025TX,,,,,
1125,35,,5012GA,,,,,
1147,2,,5057EA,,,,,
1099,3,,5022DA,,,,,
1122,13,,5022DZ,,,,,
1151,63,,5032RR,,,,,
1164,1,,5046GL,,,,,
1063,34,,5038EN,,,,,
1149,6,,5013BB,,,,,
1475,87,,5012TR,,,,,
1182,1,,5038XV,,,,,
1134,2,,5014HD,,,,,
1045,90,,5046,,,,,
1140,9,,5044MA,,,,,
1190,11,,5056CR,,,,,
1103,29-31,,5071BP,,,,,
1186,6,a,5013BB,,,,,
1177,194,,5046LP,,,,,
1168,2,b,5056PK,,,,,
1165,13,,5047TZ,,,,,
1442,13,,5047TZ,,,,,
1440,13,,5047TZ,,,,,
1443,13,,5047TZ,,,,,
1441,13,,5047TZ,,,,,
1076,434,,5038CH,,,,,
1184,14,,5025VK,,,,,
1065,26,,5056SE,,,,,
1116,3,,5038CN,,,,,
1109,27,,5038WD,,,,,
1113,1,,5038WR,,,,,
1117,16,,5022DW,,,,,
1118,20,,5038BM,,,,,
1115,5,,5038DP,,,,,
1114,2,,5038TN,,,,,
1178,156,a,5025JL,,,,,
1088,44,,5038CV,,,,,
1051,1,,5022DA,,,,,
1087,75,,5017EV,,,,,
1067,96,,5046GN,,,,,
1145,261,a,5046JL,,,,,
1060,1,,5038TN,,,,,
1069,5,,5041DM,,,,,
1052,10,,5043EX,,,,,
1050,10,,5043EX,,,,,
1090,1,,5011LP,,,,,
1062,65,,5032RR,,,,,
1037,20,,5071AJ,,,,,
1034,40,,5045NH,,,,,
1036,4,,5056NA,,,,,
1061,10,,5038WG,,,,,
1135,39,,5038CT,,,,,
1146,6,,5014DA,,,,,
1163,7,,5041DM,,,,,
1167,38,,5056EJ,,,,,
1158,62,,5026SM,,,,,
1098,382,,5022DX,,,,,
1046,96,,5046GN,,,,,
1047,2,,5046GN,,,,,
1075,49,,5038BD,,,,,
1101,1,,5071CV,,,,,
1102,2,,5071EJ,,,,,
1476,1,,5044RP,,,,,
1139,55,,5041ED,,,,,
1152,34,,5026PC,,,,,
1126,30,,5018GH,,,,,
1128,30,,5018GH,,,,,
1127,30,,5018GH,,,,,
1120,434,a,5038CH,,,,,
1179,39,,5017AN,,,,,
1181,16,,5017AM,,,,,
1159,201,,5035JV,,,,,
1154,40,a,5015TA,,,,,
1142,175,,5049BT,,,,,
1157,5,,5022CZ,,,,,
1156,4,,5018TC,,,,,
1155,80,,5015TA,,,,,
1124,304,,5012AD,,,,,
1160,207,b,5042AE,,,,,
1153,16,,5012AR,,,,,
1189,110,,5049AN,,,,,
1029,175,,5014NK,,,,,
1031,156,,5025LK,,,,,
1033,1,,5043RX,,,,,
1032,74,,5042WS,,,,,
1104,36,,5071BP,,,,,
1030,10,,5022HA,,,,,
1092,2,,7411TJ,,,,,
251,310,,6812AR,,,,,
331,,,3067NW,,,,,
621,17,A,1970AG,,,,,
620,17,A,1970AG,,,,,
619,17,A,1970AG,,,,,
618,17,A,1970AG,,,,,
862,100,,3528BJ,,,,,
865,100,,3528BJ,,,,,
866,100,,3528BJ,,,,,
864,100,,3528BJ,,,,,
867,100,,3528BJ,,,,,
868,100,,3528BJ,,,,,
869,100,,3528BJ,,,,,
1174,2,,5421LN,,,,,
1584,15,,4205PG,,,,,
392,16,,7552EB,,,,,
2067,500,,3511MH,,,,,
2068,550,,3511MH,,,,,
2069,600,,3511MH,,,,,
2086,180,,1075HM,,,,,
2087,11,,1075BG,,,,,
2088,133,,1097DN,,,,,
2302,12,,1013MM,,,,,
2216,4,,1097BC,,,,,
2303,21,,1094CC,,,,,
2402,80,,1083DE,,,,,
969,0,,8380,,,,,
1971,145,,7327AA,,,,,
1968,112,,1076DX,,,,,
1969,10,,3602AS,,,,,
2400,37,c,1032KE,,,,,
2384,2,,1054RD,,,,,
2744,124,,3581EN,,,,,
967,0,,8400,,,,,
961,0,,8888,,,,,
2404,172,,1058GA,,,,,
2154,145,,7327,,,,,
2153,101,,3584BB,,,,,
2743,,,,,,,,
345,30,,1077WX,,,,,
390,30,,1077WX,,,,,
757,50,,3011WZ,,,,,
455,2,,1118BB,,,,,
991,51-55,,3161EB,,,,,
2420,50,,1081JX,,,,,
2403,1555,,1043BM,,,,,
2716,102,D,1034DA,,,,,
2716,102,E,1034DA,,,,,
2716,102,F,1034DA,,,,,
2408,140,,1053RA,,,,,
2379,2,,1081JB,,,,,
2401,17,,1055XP,,,,,
2418,136,,1034BL,,,,,
2387,80,1,1067CH,,,,,
2417,141,,1034AC,,,,,
2397,1,,1067LX,,,,,
2380,495,,1055SC,,,,,
2383,116,,1069RA,,,,,
2427,17,,1069HN,,,,,
2398,74,440,1061JB,,,,,
2386,35,,1033JR,,,,,
2376,3,,1062CK,,,,,
2396,301,,1051LG,,,,,
2758,5,,1057XN,,,,,
2755,71,,1033PK,,,,,
2757,41-45,,1101EX,,,,,
2413,92,,1033RS,,,,,
2407,272,292,1061MC,,,,,
2406,281,,1067MD,,,,,
2419,110,,1035SN,,,,,
2756,6,A,1013AX,,,,,
2375,10,,1066EC,,,,,
2422,7,,1013AA,,,,,
2394,3,,2151KE,,,,,
2385,23,,1054PP,,,,,
2416,122,,1034BL,,,,,
2388,4,,1068KM,,,,,
2390,403,,1068VN,,,,,
2395,161,,1021PA,,,,,
2412,1,A,1055XC,,,,,
2414,19,A-F,1033LA,,,,,
2393,57,,1051LR,,,,,
2409,1,9,1057KP,,,,,
2378,126,,1067HG,,,,,
2382,163,,1066JM,,,,,
2733,27,,1066HR,,,,,
2718,125,,1057DZ,,,,,
2421,308,,1076CS,,,,,
2389,9,,1069WK,,,,,
2731,86,en 84,1068NP,,,,,
2405,13,,1066XT,,,,,
2399,129,,1068RM,,,,,
2381,35,,1061XB,,,,,
2377,78-98,,1057KN,,,,,
2411,170,,1058GA,,,,,
2391,3,,1064ZJ,,,,,
2722,282,,1076PG,,,,,
2392,834,,1034GJ,,,,,
2748,293,,1068JK,,,,,
2415,18,28,1035BK,,,,,
2410,126,,1051ME,,,,,
1843,1,,3514AN,,,,,
1842,2,A,3585LJ,,,,,
1841,1,,3511PS,,,,,
1867,401,,3112NA,,,,,
1849,9,,3584CL,,,,,
1837,2,A,3452DN,,,,,
1832,7,A,3981HH,,,,,
1865,81,,6833CN,,,,,
1866,10,,6833GK,,,,,
1923,2,,3142AP,,,,,
1830,2,,3534AP,,,,,
1833,2,,3534AP,,,,,
1831,2,,3534AP,,,,,
1834,2,,3534AP,,,,,
1844,2,,3534AP,,,,,
1835,30-32,,3534AP,,,,,
1836,120,,3534AP,,,,,
1840,1,A,3523TA,,,,,
1839,225,,3514XR,,,,,
1924,16,,3029AK,,,,,
1838,250,,3524SL,,,,,
1548,193,,0000CW,,,,,
1549,193,,0000CW,,,,,
1550,193,,0000CW,,,,,
1599,193,,0000CW,,,,,
1568,193,,0000CW,,,,,
1551,193,,0000CW,,,,,
1552,193,,0000CW,,,,,
1553,193,,0000CW,,,,,
1598,193,,0000CW,,,,,
1569,193,,0000CW,,,,,
1554,193,,0000CW,,,,,
1555,193,,0000CW,,,,,
1556,193,,0000CW,,,,,
1597,193,,0000CW,,,,,
1570,193,,0000CW,,,,,
1557,193,,0000CW,,,,,
1558,193,,0000CW,,,,,
